phone_id,name,price,brand_id,os_id,ratings_count,url
11,Samsung Galaxy Z Fold 5 5G US Version 256GB Cream - Unlocked (Renewed),514.0,1,7,25,https://www.amazon.com/Galaxy-Z-Fold5-256GB-Unlocked/dp/B0CYR1WLZQ/ref=sr_1_150?dib=eyJ2IjoiMSJ9.NjDZHLBbf_H19ARszY1YBkC_9iLMjqfOtVVZbb5dAWYRDuFX7R1BUraO8Rl-88xPKDgVlz02TG9N4P4UTzdEqK1jqeOC-nq34ai2e6sfhaOuXCzXlEBZ0k-51XhJpQN8aRma0mjrYe44wUj_O_M9AfQoxkRoyojmIHj721gh3ao_S4jg_nxPOTj5eTPfomMrTEMNB10jiHuodvVSvYlThR34jTHd4D5eaHVBvxogmrQ.iHwP1EsVmP3j9SkjEqcMtnrZ1rCI3rghUWk72L_uaE0&dib_tag=se&keywords=samsung+phone&qid=1781450916
12,Samsung Galaxy A15 5G 64GB Blue Black - Locked to T-Mobile (Renewed),630.0,1,7,17,https://www.amazon.com/Samsung-A15-Expandable-Security-T-Mobile/dp/B0FHCSFMY4/ref=sr_1_149?dib=eyJ2IjoiMSJ9.NjDZHLBbf_H19ARszY1YBkC_9iLMjqfOtVVZbb5dAWYRDuFX7R1BUraO8Rl-88xPKDgVlz02TG9N4P4UTzdEqK1jqeOC-nq34ai2e6sfhaOuXCzXlEBZ0k-51XhJpQN8aRma0mjrYe44wUj_O_M9AfQoxkRoyojmIHj721gh3ao_S4jg_nxPOTj5eTPfomMrTEMNB10jiHuodvVSvYlThR34jTHd4D5eaHVBvxogmrQ.iHwP1EsVmP3j9SkjEqcMtnrZ1rCI3rghUWk72L_uaE0&dib_tag=se&keywords=samsung%2Bphone&qid=1781450916&th=1
13,Verizon Prepaid Samsung Galaxy A17 5G 128GB Black - Prepaid Smartphone (Locked to Verizon Prepaid) - 6.7 Super AMOLED 90Hz Display 50MP Triple Camera with OIS Android 16,758.0,3,6,17,https://www.amazon.com/Verizon-Prepaid-Samsung-Galaxy-128GB/dp/B0GJFW92WN/ref=sr_1_148?dib=eyJ2IjoiMSJ9.NjDZHLBbf_H19ARszY1YBkC_9iLMjqfOtVVZbb5dAWYRDuFX7R1BUraO8Rl-88xPKDgVlz02TG9N4P4UTzdEqK1jqeOC-nq34ai2e6sfhaOuXCzXlEBZ0k-51XhJpQN8aRma0mjrYe44wUj_O_M9AfQoxkRoyojmIHj721gh3ao_S4jg_nxPOTj5eTPfomMrTEMNB10jiHuodvVSvYlThR34jTHd4D5eaHVBvxogmrQ.iHwP1EsVmP3j9SkjEqcMtnrZ1rCI3rghUWk72L_uaE0&dib_tag=se&keywords=samsung+phone&qid=1781450916
14,Samsung Galaxy A14 5G 64GB + 4GB RAM Black - Locked to AT&T (Renewed),387.0,1,7,52,https://www.amazon.com/Samsung-Galaxy-A14-64GB-Black/dp/B0F9D3KQW2/ref=sr_1_147?dib=eyJ2IjoiMSJ9.NjDZHLBbf_H19ARszY1YBkC_9iLMjqfOtVVZbb5dAWYRDuFX7R1BUraO8Rl-88xPKDgVlz02TG9N4P4UTzdEqK1jqeOC-nq34ai2e6sfhaOuXCzXlEBZ0k-51XhJpQN8aRma0mjrYe44wUj_O_M9AfQoxkRoyojmIHj721gh3ao_S4jg_nxPOTj5eTPfomMrTEMNB10jiHuodvVSvYlThR34jTHd4D5eaHVBvxogmrQ.iHwP1EsVmP3j9SkjEqcMtnrZ1rCI3rghUWk72L_uaE0&dib_tag=se&keywords=samsung%2Bphone&qid=1781450916&th=1
15,Samsung PRO Plus microSD Memory Card + Adapter 1TB MicroSDXC Up to 180 MB/s Full HD & 4K UHD UHS-I C10 U3 V30 A2 for Android Phones Tablets GoPRO DJI Drone MB-MD1T0SA/AM 2024,672.0,1,4,13391,https://www.amazon.com/SAMSUNG-microSD-MicroSDXC-MB-MD1T0SA-AM/dp/B0CWPNS8JY/ref=sr_1_146?dib=eyJ2IjoiMSJ9.NjDZHLBbf_H19ARszY1YBkC_9iLMjqfOtVVZbb5dAWYRDuFX7R1BUraO8Rl-88xPKDgVlz02TG9N4P4UTzdEqK1jqeOC-nq34ai2e6sfhaOuXCzXlEBZ0k-51XhJpQN8aRma0mjrYe44wUj_O_M9AfQoxkRoyojmIHj721gh3ao_S4jg_nxPOTj5eTPfomMrTEMNB10jiHuodvVSvYlThR34jTHd4D5eaHVBvxogmrQ.iHwP1EsVmP3j9SkjEqcMtnrZ1rCI3rghUWk72L_uaE0&dib_tag=se&keywords=samsung%2Bphone&qid=1781450916&th=1
16,Samsung Galaxy A51 128GB + 6GB RAM Black - Unlocked (Renewed),399.0,1,1,1006,https://www.amazon.com/Samsung-Galaxy-Unlocked-Black-Renewed/dp/B09598JR5G/ref=sr_1_145?dib=eyJ2IjoiMSJ9.NjDZHLBbf_H19ARszY1YBkC_9iLMjqfOtVVZbb5dAWYRDuFX7R1BUraO8Rl-88xPKDgVlz02TG9N4P4UTzdEqK1jqeOC-nq34ai2e6sfhaOuXCzXlEBZ0k-51XhJpQN8aRma0mjrYe44wUj_O_M9AfQoxkRoyojmIHj721gh3ao_S4jg_nxPOTj5eTPfomMrTEMNB10jiHuodvVSvYlThR34jTHd4D5eaHVBvxogmrQ.iHwP1EsVmP3j9SkjEqcMtnrZ1rCI3rghUWk72L_uaE0&dib_tag=se&keywords=samsung%2Bphone&qid=1781450916&th=1
17,SAMSUNG Galaxy A56 5G Ai (for Tmobile Mint Tello & Global) (256GB + 12GB) Version Latina Unlocked SM-A566E/DS 6.6 120Hz 50MP Triple (Awesome Graphite SM-A566EZADTPA),963.0,1,7,239,https://www.amazon.com/SAMSUNG-Unlocked-SM-A566E-DS-SM-A566EZADTPA/dp/B0F1DRYXKF/ref=sr_1_144?dib=eyJ2IjoiMSJ9.mn0RFW8CDcZ6tgBAex8OaNzmV7w_2DlhjX6VuCGUhrZ4LZiUBoWKbg5vsj76zsBCx7DSLEkgcy_HgsabkkTeIzlQyDYUfE2HI1FQCJxRSP_lgnB0WNFh8wUYiOuMwX1yCC972ek3LJXHw2VVJa7Y_-gRPsIoXcTUqmabl8zNH1EsR-ubdh4mVyaqKNgSwYjZaShIctMBxrdRsiDCl_PwzrfQWGENVkb1aKCzYx647UA.JHNE8xAoFBKAbxyo2ojusEnarrr9lzZgBTheNmV1kAs&dib_tag=se&keywords=samsung%2Bphone&qid=1781450912&th=1
18,Samsung Galaxy A36 5G 2025 | 128GB Dual SIM | 6.7 120Hz AMOLED IP67 Water Resistant Android 15 | International Model Factory Unlocked for T-Mobile & Global | 25W Fast Charger Bundle (White),430.0,1,9,9,https://www.amazon.com/SAMSUNG-Resistant-International-Unlocked-T-Mobile/dp/B0F498M64T/ref=sr_1_143?dib=eyJ2IjoiMSJ9.mn0RFW8CDcZ6tgBAex8OaNzmV7w_2DlhjX6VuCGUhrZ4LZiUBoWKbg5vsj76zsBCx7DSLEkgcy_HgsabkkTeIzlQyDYUfE2HI1FQCJxRSP_lgnB0WNFh8wUYiOuMwX1yCC972ek3LJXHw2VVJa7Y_-gRPsIoXcTUqmabl8zNH1EsR-ubdh4mVyaqKNgSwYjZaShIctMBxrdRsiDCl_PwzrfQWGENVkb1aKCzYx647UA.JHNE8xAoFBKAbxyo2ojusEnarrr9lzZgBTheNmV1kAs&dib_tag=se&keywords=samsung+phone&qid=1781450912
19,Samsung Galaxy Z Fold 5 5G US Version 256GB Phantom Black - Unlocked (Renewed),608.0,1,7,104,https://www.amazon.com/Galaxy-Z-Fold5-256GB-Unlocked/dp/B0CYR8P77J/ref=sr_1_141?dib=eyJ2IjoiMSJ9.mn0RFW8CDcZ6tgBAex8OaNzmV7w_2DlhjX6VuCGUhrZ4LZiUBoWKbg5vsj76zsBCx7DSLEkgcy_HgsabkkTeIzlQyDYUfE2HI1FQCJxRSP_lgnB0WNFh8wUYiOuMwX1yCC972ek3LJXHw2VVJa7Y_-gRPsIoXcTUqmabl8zNH1EsR-ubdh4mVyaqKNgSwYjZaShIctMBxrdRsiDCl_PwzrfQWGENVkb1aKCzYx647UA.JHNE8xAoFBKAbxyo2ojusEnarrr9lzZgBTheNmV1kAs&dib_tag=se&keywords=samsung+phone&qid=1781450912
20,Samsung Galaxy A07 4G Ai (Compatible only with T-Mobile Mint Tello & Global) (64GB + 4GB) Unlocked SM-A075/DS Dual Sim Warranty Latin America 6.7 50MP Dual Cam (Violet SM-A075MLVGGTO),791.0,1,5,97,https://www.amazon.com/Samsung-Compatible-T-Mobile-Unlocked-SM-A075MLVGGTO/dp/B0FQZRTXNF/ref=sr_1_139?dib=eyJ2IjoiMSJ9.mn0RFW8CDcZ6tgBAex8OaNzmV7w_2DlhjX6VuCGUhrZ4LZiUBoWKbg5vsj76zsBCx7DSLEkgcy_HgsabkkTeIzlQyDYUfE2HI1FQCJxRSP_lgnB0WNFh8wUYiOuMwX1yCC972ek3LJXHw2VVJa7Y_-gRPsIoXcTUqmabl8zNH1EsR-ubdh4mVyaqKNgSwYjZaShIctMBxrdRsiDCl_PwzrfQWGENVkb1aKCzYx647UA.JHNE8xAoFBKAbxyo2ojusEnarrr9lzZgBTheNmV1kAs&dib_tag=se&keywords=samsung%2Bphone&qid=1781450912&th=1
21,Samsung Galaxy A15 5G (64GB 2024) 6.5 90Hz AMOLED 50MP Camera 4G Volte (Fully Unlocked International Model for AT&T T-Mobile Verizon Global) A156U (Blue Black) | 6.5 90Hz AMOLED,713.0,1,10,387,https://www.amazon.com/Samsung-Unlocked-International-T-Mobile-Verizon/dp/B0FKNRD1XD/ref=sr_1_138?dib=eyJ2IjoiMSJ9.mn0RFW8CDcZ6tgBAex8OaNzmV7w_2DlhjX6VuCGUhrZ4LZiUBoWKbg5vsj76zsBCx7DSLEkgcy_HgsabkkTeIzlQyDYUfE2HI1FQCJxRSP_lgnB0WNFh8wUYiOuMwX1yCC972ek3LJXHw2VVJa7Y_-gRPsIoXcTUqmabl8zNH1EsR-ubdh4mVyaqKNgSwYjZaShIctMBxrdRsiDCl_PwzrfQWGENVkb1aKCzYx647UA.JHNE8xAoFBKAbxyo2ojusEnarrr9lzZgBTheNmV1kAs&dib_tag=se&keywords=samsung%2Bphone&qid=1781450912&th=1
22,Samsung Galaxy A51 128GB + 6GB RAM Black - Unlocked (Renewed),685.0,1,1,1747,https://www.amazon.com/Samsung-A51-128GB-A515U-Unlocked/dp/B08H8DH3RM/ref=sr_1_137?dib=eyJ2IjoiMSJ9.mn0RFW8CDcZ6tgBAex8OaNzmV7w_2DlhjX6VuCGUhrZ4LZiUBoWKbg5vsj76zsBCx7DSLEkgcy_HgsabkkTeIzlQyDYUfE2HI1FQCJxRSP_lgnB0WNFh8wUYiOuMwX1yCC972ek3LJXHw2VVJa7Y_-gRPsIoXcTUqmabl8zNH1EsR-ubdh4mVyaqKNgSwYjZaShIctMBxrdRsiDCl_PwzrfQWGENVkb1aKCzYx647UA.JHNE8xAoFBKAbxyo2ojusEnarrr9lzZgBTheNmV1kAs&dib_tag=se&keywords=samsung+phone&qid=1781450912
23,Samsung Galaxy Note 20 128GB + 6GB RAM Mystic Green - Unlocked (Renewed),491.0,1,1,934,https://www.amazon.com/Samsung-Galaxy-Unlocked-Mystic-Renewed/dp/B093ZCPS14/ref=sr_1_136?dib=eyJ2IjoiMSJ9.mn0RFW8CDcZ6tgBAex8OaNzmV7w_2DlhjX6VuCGUhrZ4LZiUBoWKbg5vsj76zsBCx7DSLEkgcy_HgsabkkTeIzlQyDYUfE2HI1FQCJxRSP_lgnB0WNFh8wUYiOuMwX1yCC972ek3LJXHw2VVJa7Y_-gRPsIoXcTUqmabl8zNH1EsR-ubdh4mVyaqKNgSwYjZaShIctMBxrdRsiDCl_PwzrfQWGENVkb1aKCzYx647UA.JHNE8xAoFBKAbxyo2ojusEnarrr9lzZgBTheNmV1kAs&dib_tag=se&keywords=samsung%2Bphone&qid=1781450912&th=1
24,Samsung Galaxy S22+ Plus 5G US Version 128GB Green - Unlocked (Renewed),576.0,1,11,510,https://www.amazon.com/SAMSUNG-Galaxy-S22-Version-128GB/dp/B09W3PK64J/ref=sr_1_135?dib=eyJ2IjoiMSJ9.mn0RFW8CDcZ6tgBAex8OaNzmV7w_2DlhjX6VuCGUhrZ4LZiUBoWKbg5vsj76zsBCx7DSLEkgcy_HgsabkkTeIzlQyDYUfE2HI1FQCJxRSP_lgnB0WNFh8wUYiOuMwX1yCC972ek3LJXHw2VVJa7Y_-gRPsIoXcTUqmabl8zNH1EsR-ubdh4mVyaqKNgSwYjZaShIctMBxrdRsiDCl_PwzrfQWGENVkb1aKCzYx647UA.JHNE8xAoFBKAbxyo2ojusEnarrr9lzZgBTheNmV1kAs&dib_tag=se&keywords=samsung+phone&qid=1781450912
25,Samsung Galaxy A17 4G Ai (128GB + 4GB) Unlocked (Compatible only with T-Mobile Mint Tello & Global) SM-A175F/DS Dual Sim Warranty Latin America 6.7 50MP Triple (Light Blue SM-A175FLBFGTO),460.0,1,5,29,https://www.amazon.com/Samsung-Compatible-SM-A175F-DS-SM-A175FLBFGTO/dp/B0FRN7T6R2/ref=sr_1_134?dib=eyJ2IjoiMSJ9.mn0RFW8CDcZ6tgBAex8OaNzmV7w_2DlhjX6VuCGUhrZ4LZiUBoWKbg5vsj76zsBCx7DSLEkgcy_HgsabkkTeIzlQyDYUfE2HI1FQCJxRSP_lgnB0WNFh8wUYiOuMwX1yCC972ek3LJXHw2VVJa7Y_-gRPsIoXcTUqmabl8zNH1EsR-ubdh4mVyaqKNgSwYjZaShIctMBxrdRsiDCl_PwzrfQWGENVkb1aKCzYx647UA.JHNE8xAoFBKAbxyo2ojusEnarrr9lzZgBTheNmV1kAs&dib_tag=se&keywords=samsung%2Bphone&qid=1781450912&th=1
26,Samsung Galaxy A26 5G 2025 with AI | 256GB 8GB Dual SIM | 6.7 120Hz AMOLED IP67 Water Resistant Android 15 | International Model Factory Unlocked for T-Mobile Global |Case Bundle (Black),759.0,1,9,13,https://www.amazon.com/Samsung-Resistant-International-Unlocked-T-Mobile/dp/B0GMK786XS/ref=sr_1_133?dib=eyJ2IjoiMSJ9.mn0RFW8CDcZ6tgBAex8OaNzmV7w_2DlhjX6VuCGUhrZ4LZiUBoWKbg5vsj76zsBCx7DSLEkgcy_HgsabkkTeIzlQyDYUfE2HI1FQCJxRSP_lgnB0WNFh8wUYiOuMwX1yCC972ek3LJXHw2VVJa7Y_-gRPsIoXcTUqmabl8zNH1EsR-ubdh4mVyaqKNgSwYjZaShIctMBxrdRsiDCl_PwzrfQWGENVkb1aKCzYx647UA.JHNE8xAoFBKAbxyo2ojusEnarrr9lzZgBTheNmV1kAs&dib_tag=se&keywords=samsung%2Bphone&qid=1781450912&th=1
27,Tracfone Samsung Galaxy A16 5G 128GB 50MP Triple Camera Android Smartphone 6.5 FHD+ Super AMOLED 90Hz Display Long-Lasting Battery - Locked to Tracfone - Awesome Black,613.0,4,10,183,https://www.amazon.com/Samsung-TFSAS166VCPWP-Processor-Tracfone-Smartphone/dp/B0F6KPL6J5/ref=sr_1_132?dib=eyJ2IjoiMSJ9.mn0RFW8CDcZ6tgBAex8OaNzmV7w_2DlhjX6VuCGUhrZ4LZiUBoWKbg5vsj76zsBCx7DSLEkgcy_HgsabkkTeIzlQyDYUfE2HI1FQCJxRSP_lgnB0WNFh8wUYiOuMwX1yCC972ek3LJXHw2VVJa7Y_-gRPsIoXcTUqmabl8zNH1EsR-ubdh4mVyaqKNgSwYjZaShIctMBxrdRsiDCl_PwzrfQWGENVkb1aKCzYx647UA.JHNE8xAoFBKAbxyo2ojusEnarrr9lzZgBTheNmV1kAs&dib_tag=se&keywords=samsung+phone&qid=1781450912
28,Samsung Galaxy A36 5G 2025 | 256GB Dual SIM | 6.7 120Hz AMOLED IP67 Water Resistant Android 15 | International Model Factory Unlocked for T-Mobile & Global | 25W Fast Charger Bundle (White),321.0,1,9,55,https://www.amazon.com/SAMSUNG-Resistant-International-Unlocked-T-Mobile/dp/B0F499JKLT/ref=sr_1_131?dib=eyJ2IjoiMSJ9.mn0RFW8CDcZ6tgBAex8OaNzmV7w_2DlhjX6VuCGUhrZ4LZiUBoWKbg5vsj76zsBCx7DSLEkgcy_HgsabkkTeIzlQyDYUfE2HI1FQCJxRSP_lgnB0WNFh8wUYiOuMwX1yCC972ek3LJXHw2VVJa7Y_-gRPsIoXcTUqmabl8zNH1EsR-ubdh4mVyaqKNgSwYjZaShIctMBxrdRsiDCl_PwzrfQWGENVkb1aKCzYx647UA.JHNE8xAoFBKAbxyo2ojusEnarrr9lzZgBTheNmV1kAs&dib_tag=se&keywords=samsung+phone&qid=1781450912
29,Samsung Galaxy Buds 4 (2026) AI True Wireless Bluetooth Earbuds Noise Cancelling Hi-Res Audio 1-Way Speaker New Fit IP54 Live Translation Black [US Version 2 Yr Warranty],552.0,1,4,359,https://www.amazon.com/Samsung-Wireless-Bluetooth-Cancelling-Translation/dp/B0G1PCTTH6/ref=sr_1_130?dib=eyJ2IjoiMSJ9.mn0RFW8CDcZ6tgBAex8OaNzmV7w_2DlhjX6VuCGUhrZ4LZiUBoWKbg5vsj76zsBCx7DSLEkgcy_HgsabkkTeIzlQyDYUfE2HI1FQCJxRSP_lgnB0WNFh8wUYiOuMwX1yCC972ek3LJXHw2VVJa7Y_-gRPsIoXcTUqmabl8zNH1EsR-ubdh4mVyaqKNgSwYjZaShIctMBxrdRsiDCl_PwzrfQWGENVkb1aKCzYx647UA.JHNE8xAoFBKAbxyo2ojusEnarrr9lzZgBTheNmV1kAs&dib_tag=se&keywords=samsung%2Bphone&qid=1781450912&th=1
30,Samsung Galaxy S10e 128GB Prism Black - Unlocked (Renewed) | Renewed,860.0,1,12,315,https://www.amazon.com/Generic-Samsung-Galaxy-Unlocked-Renewed/dp/B0CY3NBVN1/ref=sr_1_129?dib=eyJ2IjoiMSJ9.mn0RFW8CDcZ6tgBAex8OaNzmV7w_2DlhjX6VuCGUhrZ4LZiUBoWKbg5vsj76zsBCx7DSLEkgcy_HgsabkkTeIzlQyDYUfE2HI1FQCJxRSP_lgnB0WNFh8wUYiOuMwX1yCC972ek3LJXHw2VVJa7Y_-gRPsIoXcTUqmabl8zNH1EsR-ubdh4mVyaqKNgSwYjZaShIctMBxrdRsiDCl_PwzrfQWGENVkb1aKCzYx647UA.JHNE8xAoFBKAbxyo2ojusEnarrr9lzZgBTheNmV1kAs&dib_tag=se&keywords=samsung+phone&qid=1781450912
